JOURNAL_ID,DEBIT,CREDIT,ACCOUNT,REASON,DATE
07db54,,50.0000,Visa Network Settlement,card_purchase,"Tue, 05 Nov 2013 21:32:59 -0800"
8b9fcd,,53.9500,Visa Network Settlement,card_purchase,"Wed, 06 Nov 2013 04:02:45 -0800"
07db54,50.0000,,Stride Activity,card_purchase,"Tue, 05 Nov 2013 21:32:59 -0800"
0fb89c,,58.0000,Visa Network Settlement,card_purchase,"Wed, 06 Nov 2013 00:50:55 -0800"
4cf396,131.0000,,Stride Activity,card_purchase,"Wed, 06 Nov 2013 00:50:53 -0800"
0fb89c,58.0000,,Stride Activity,card_purchase,"Wed, 06 Nov 2013 00:50:55 -0800"
4cf396,,131.0000,Visa Network Settlement,card_purchase,"Wed, 06 Nov 2013 00:50:53 -0800"
9001d5,,20.0000,Stride Activity,account_transfer,"Fri, 01 Nov 2013 11:16:53 -0700"
9001d5,20.0000,,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 11:16:53 -0700"
f11c2b,2.0000,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 19:01:51 -0700"
f11c2b,,2.0000,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 19:01:51 -0700"
0241c7,5.0000,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 19:01:51 -0700"
0241c7,,5.0000,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 19:01:51 -0700"
f62a66,44.0000,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 15:52:37 -0700"
f62a66,,44.0000,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 15:52:37 -0700"
89c98d,1.9900,,Stride Activity,account_transfer,"Fri, 01 Nov 2013 10:52:16 -0700"
89c98d,,1.9900,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 10:52:16 -0700"
4f06f0,8.9800,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 15:29:18 -0700"
4f06f0,,8.9800,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 15:29:18 -0700"
1e7980,107.5000,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 13:31:47 -0700"
1e7980,,107.5000,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 13:31:47 -0700"
c38481,23.0000,,Stride Activity,card_atm_withdrawal_us,"Fri, 01 Nov 2013 11:48:59 -0700"
c38481,,23.0000,Visa Network Settlement,card_atm_withdrawal_us,"Fri, 01 Nov 2013 11:48:59 -0700"
c6679f,23.0000,,Stride Activity,card_atm_withdrawal_us,"Fri, 01 Nov 2013 11:46:01 -0700"
c6679f,,23.0000,Visa Network Settlement,card_atm_withdrawal_us,"Fri, 01 Nov 2013 11:46:01 -0700"
5f2966,,5.0000,Stride Activity,account_transfer,"Fri, 01 Nov 2013 10:45:32 -0700"
5f2966,5.0000,,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 10:45:32 -0700"
4dabad,6.0000,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 11:23:10 -0700"
4dabad,,6.0000,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 11:23:10 -0700"
2ff6af,1.0000,,Stride Activity,account_transfer,"Fri, 01 Nov 2013 09:38:51 -0700"
2ff6af,,1.0000,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 09:38:51 -0700"
9a5a00,27.0100,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 08:50:02 -0700"
9a5a00,,27.0100,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 08:50:02 -0700"
0c1971,,1.0000,Stride Activity,account_transfer,"Fri, 01 Nov 2013 09:36:14 -0700"
0c1971,1.0000,,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 09:36:14 -0700"
d1b9e8,238.9000,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 22:20:20 -0700"
d1b9e8,,238.9000,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 22:20:20 -0700"
592846,36.0800,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 20:54:12 -0700"
592846,,36.0800,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 20:54:12 -0700"
7651ac,1.0100,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 20:38:06 -0700"
7651ac,,1.0100,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 20:38:06 -0700"
63ada5,12.0300,,Stride Activity,card_purchase,"Fri, 01 Nov 2013 19:40:45 -0700"
63ada5,,12.0300,Visa Network Settlement,card_purchase,"Fri, 01 Nov 2013 19:40:45 -0700"
df452c,51.3300,,Stride Activity,card_purchase,"Thu, 31 Oct 2013 18:59:07 -0700"
df452c,,51.3300,Visa Network Settlement,card_purchase,"Thu, 31 Oct 2013 18:59:07 -0700"
80a0f7,1.0000,,Stride Activity,account_transfer,"Thu, 31 Oct 2013 16:36:25 -0700"
80a0f7,,1.0000,Galileo Settlement,account_transfer,"Thu, 31 Oct 2013 16:36:25 -0700"
2d3f00,6.0000,,Stride Activity,card_purchase,"Thu, 31 Oct 2013 13:02:34 -0700"
2d3f00,,6.0000,Visa Network Settlement,card_purchase,"Thu, 31 Oct 2013 13:02:34 -0700"
6c5907,12.9700,,Stride Activity,card_purchase,"Thu, 31 Oct 2013 12:06:12 -0700"
b9c3f8,,60.0000,Visa Network Settlement,card_purchase,"Thu, 31 Oct 2013 08:28:50 -0700"
cbb6ba,0.0800,,Stride Activity,account_transfer,"Thu, 31 Oct 2013 15:59:16 -0700"
cbb6ba,,0.0800,Galileo Settlement,account_transfer,"Thu, 31 Oct 2013 15:59:16 -0700"
029254,,0.5800,Stride Activity,account_transfer,"Thu, 31 Oct 2013 15:57:44 -0700"
029254,0.5800,,Galileo Settlement,account_transfer,"Thu, 31 Oct 2013 15:57:44 -0700"
40db2d,,2.0000,Stride Activity,account_transfer,"Thu, 31 Oct 2013 10:35:11 -0700"
40db2d,2.0000,,Galileo Settlement,account_transfer,"Thu, 31 Oct 2013 10:35:11 -0700"
6c5907,,12.9700,Visa Network Settlement,card_purchase,"Thu, 31 Oct 2013 12:06:12 -0700"
45c9bd,,1.0000,Stride Activity,account_transfer,"Thu, 31 Oct 2013 16:35:06 -0700"
45c9bd,1.0000,,Galileo Settlement,account_transfer,"Thu, 31 Oct 2013 16:35:06 -0700"
04c07a,2.0000,,Stride Activity,account_transfer,"Thu, 31 Oct 2013 16:33:03 -0700"
04c07a,,2.0000,Galileo Settlement,account_transfer,"Thu, 31 Oct 2013 16:33:03 -0700"
cd0893,,200.0000,Stride Activity,card_transfer,"Thu, 31 Oct 2013 11:54:08 -0700"
cd0893,200.0000,,Visa Network Settlement,card_transfer,"Thu, 31 Oct 2013 11:54:08 -0700"
89f0f0,9.9900,,Stride Activity,card_purchase,"Thu, 31 Oct 2013 10:25:52 -0700"
89f0f0,,9.9900,Visa Network Settlement,card_purchase,"Thu, 31 Oct 2013 10:25:52 -0700"
c4ead2,174.9500,,Stride Activity,card_purchase,"Thu, 31 Oct 2013 08:29:22 -0700"
c4ead2,,174.9500,Visa Network Settlement,card_purchase,"Thu, 31 Oct 2013 08:29:22 -0700"
b9c3f8,60.0000,,Stride Activity,card_purchase,"Thu, 31 Oct 2013 08:28:50 -0700"
07ef43,37.1600,,Stride Activity,card_purchase,"Wed, 30 Oct 2013 02:35:28 -0700"
3986f5,1.1000,,Stride Activity,card_purchase,"Tue, 29 Oct 2013 18:20:37 -0700"
3986f5,,1.1000,Visa Network Settlement,card_purchase,"Tue, 29 Oct 2013 18:20:37 -0700"
841449,13.3600,,Stride Activity,card_purchase,"Tue, 29 Oct 2013 17:40:25 -0700"
841449,,13.3600,Visa Network Settlement,card_purchase,"Tue, 29 Oct 2013 17:40:25 -0700"
148a54,596.9600,,Stride Activity,card_purchase,"Tue, 29 Oct 2013 17:39:12 -0700"
148a54,,596.9600,Visa Network Settlement,card_purchase,"Tue, 29 Oct 2013 17:39:12 -0700"
13f2d5,18.0000,,Stride Activity,card_purchase,"Tue, 29 Oct 2013 15:51:56 -0700"
13f2d5,,18.0000,Visa Network Settlement,card_purchase,"Tue, 29 Oct 2013 15:51:56 -0700"
9adf52,6.0000,,Stride Activity,card_purchase,"Tue, 29 Oct 2013 15:49:54 -0700"
9adf52,,6.0000,Visa Network Settlement,card_purchase,"Tue, 29 Oct 2013 15:49:54 -0700"
e4624e,31.6200,,Stride Activity,card_purchase,"Tue, 29 Oct 2013 13:46:24 -0700"
e4624e,,31.6200,Visa Network Settlement,card_purchase,"Tue, 29 Oct 2013 13:46:24 -0700"
8bb471,,6.0000,Visa Network Settlement,card_purchase,"Mon, 28 Oct 2013 23:05:32 -0700"
480c09,4.0000,,Stride Activity,card_purchase,"Mon, 28 Oct 2013 23:05:31 -0700"
480c09,,4.0000,Visa Network Settlement,card_purchase,"Mon, 28 Oct 2013 23:05:31 -0700"
57b6bd,2.3900,,Stride Activity,card_purchase,"Tue, 29 Oct 2013 01:29:54 -0700"
57b6bd,,2.3900,Visa Network Settlement,card_purchase,"Tue, 29 Oct 2013 01:29:54 -0700"
da4ba2,2.9900,,Stride Activity,card_purchase,"Tue, 29 Oct 2013 01:24:51 -0700"
967c2c,,8.7400,Visa Network Settlement,card_purchase,"Tue, 29 Oct 2013 00:28:48 -0700"
8bb471,6.0000,,Stride Activity,card_purchase,"Mon, 28 Oct 2013 23:05:32 -0700"
da4ba2,,2.9900,Visa Network Settlement,card_purchase,"Tue, 29 Oct 2013 01:24:51 -0700"
967c2c,8.7400,,Stride Activity,card_purchase,"Tue, 29 Oct 2013 00:28:48 -0700"
84bbf8,65.4600,,Stride Activity,card_atm_withdrawal_intl,"Mon, 28 Oct 2013 01:13:06 -0700"
84bbf8,,65.4600,Visa Network Settlement,card_atm_withdrawal_intl,"Mon, 28 Oct 2013 01:13:06 -0700"
f54f70,600.0000,,Visa Network Settlement,card_transfer,"Sat, 26 Oct 2013 12:57:39 -0700"
185aa2,,1.0000,Stride Activity,account_transfer,"Sat, 26 Oct 2013 16:08:11 -0700"
185aa2,1.0000,,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 16:08:11 -0700"
185aa2,,1.0000,Stride Activity,account_transfer,"Sat, 26 Oct 2013 16:08:11 -0700"
185aa2,1.0000,,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 16:08:11 -0700"
185aa2,,1.0000,Stride Activity,account_transfer,"Sat, 26 Oct 2013 16:08:11 -0700"
185aa2,1.0000,,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 16:08:11 -0700"
185aa2,,1.0000,Stride Activity,account_transfer,"Sat, 26 Oct 2013 16:08:11 -0700"
185aa2,1.0000,,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 16:08:11 -0700"
18d6d0,,59.9900,Visa Network Settlement,card_purchase,"Sat, 26 Oct 2013 21:39:48 -0700"
c8773f,,1.9900,Stride Activity,account_transfer,"Sat, 26 Oct 2013 18:13:23 -0700"
c8773f,1.9900,,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 18:13:23 -0700"
d94984,1.0000,,Stride Activity,account_transfer,"Sat, 26 Oct 2013 16:11:31 -0700"
d94984,,1.0000,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 16:11:31 -0700"
d94984,1.0000,,Stride Activity,account_transfer,"Sat, 26 Oct 2013 16:11:31 -0700"
d94984,,1.0000,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 16:11:31 -0700"
d94984,1.0000,,Stride Activity,account_transfer,"Sat, 26 Oct 2013 16:11:31 -0700"
d94984,,1.0000,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 16:11:31 -0700"
d94984,1.0000,,Stride Activity,account_transfer,"Sat, 26 Oct 2013 16:11:31 -0700"
d94984,,1.0000,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 16:11:31 -0700"
f54f70,,600.0000,Stride Activity,card_transfer,"Sat, 26 Oct 2013 12:57:39 -0700"
c8773f,,1.9900,Stride Activity,account_transfer,"Sat, 26 Oct 2013 18:13:23 -0700"
c8773f,1.9900,,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 18:13:23 -0700"
c8773f,,1.9900,Stride Activity,account_transfer,"Sat, 26 Oct 2013 18:13:23 -0700"
c8773f,1.9900,,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 18:13:23 -0700"
c8773f,,1.9900,Stride Activity,account_transfer,"Sat, 26 Oct 2013 18:13:23 -0700"
c8773f,1.9900,,Galileo Settlement,account_transfer,"Sat, 26 Oct 2013 18:13:23 -0700"
18d6d0,59.9900,,Stride Activity,card_purchase,"Sat, 26 Oct 2013 21:39:48 -0700"
5e34ed,,69.2800,Visa Network Settlement,card_purchase,"Wed, 30 Oct 2013 03:03:32 -0700"
07ef43,,37.1600,Visa Network Settlement,card_purchase,"Wed, 30 Oct 2013 02:35:28 -0700"
5e34ed,69.2800,,Stride Activity,card_purchase,"Wed, 30 Oct 2013 03:03:32 -0700"
185aa2,1.0000,,Stride Activity,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
185aa2,,1.0000,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
185aa2,1.0000,,Stride Activity,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
185aa2,,1.0000,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
185aa2,1.0000,,Stride Activity,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
185aa2,,1.0000,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
d94984,,1.0000,Stride Activity,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
d94984,1.0000,,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
d94984,,1.0000,Stride Activity,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
d94984,1.0000,,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
d94984,,1.0000,Stride Activity,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
d94984,1.0000,,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
c8773f,1.9900,,Stride Activity,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
c8773f,,1.9900,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
c8773f,1.9900,,Stride Activity,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
c8773f,,1.9900,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
c8773f,1.9900,,Stride Activity,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
c8773f,,1.9900,Galileo Settlement,account_transfer,"Fri, 01 Nov 2013 16:05:22 -0700"
c3791e,4.4300,,Stride Activity,account_transfer,"Sun, 17 Nov 2013 13:07:08 -0800"
91853e,176.8100,,Stride Activity,account_transfer,"Sat, 07 Dec 2013 07:11:13 -0800"
66ed64,,16.7700,Galileo Settlement,account_transfer,"Sat, 07 Dec 2013 08:36:06 -0800"
66ed64,16.7700,,Stride Activity,account_transfer,"Sat, 07 Dec 2013 08:36:06 -0800"
66bf93,,17.9900,Visa Network Settlement,card_purchase,"Wed, 04 Dec 2013 08:06:52 -0800"
89bc0e,100.5200,,Stride Activity,card_purchase,"Wed, 04 Dec 2013 07:19:46 -0800"
2e5063,,14.2400,Visa Network Settlement,card_purchase,"Wed, 04 Dec 2013 12:47:08 -0800"
560b44,,200.0000,Stride Activity,card_transfer,"Sun, 08 Dec 2013 19:55:22 -0800"
e064be,12.0000,,Stride Activity,card_purchase,"Sun, 08 Dec 2013 19:17:02 -0800"
560b44,200.0000,,Visa Network Settlement,card_transfer,"Sun, 08 Dec 2013 19:55:22 -0800"
918052,,3.8300,Visa Network Settlement,card_purchase,"Sun, 08 Dec 2013 19:40:29 -0800"
54c75a,,1.8900,Visa Network Settlement,card_purchase,"Tue, 10 Dec 2013 19:20:54 -0800"
7ce01e,33.9300,,Stride Activity,card_purchase,"Tue, 10 Dec 2013 18:34:45 -0800"
40d298,3.1900,,Stride Activity,card_purchase,"Tue, 10 Dec 2013 19:20:49 -0800"
f14dbd,1.7500,,Stride Activity,card_purchase,"Wed, 11 Dec 2013 08:02:28 -0800"
3f617c,54.6600,,Stride Activity,card_purchase,"Wed, 11 Dec 2013 19:09:52 -0800"
90ee1f,53.0000,,Stride Activity,card_purchase,"Fri, 13 Dec 2013 19:19:10 -0800"
c4c4ca,67.2900,,Visa Network Settlement,card_refund,"Fri, 13 Dec 2013 07:17:21 -0800"
014523,16.9900,,Stride Activity,card_purchase,"Fri, 13 Dec 2013 20:51:32 -0800"
391bf8,0.8000,,Stride Activity,card_purchase,"Fri, 13 Dec 2013 19:19:05 -0800"
7e3c3e,,7.0800,Visa Network Settlement,card_purchase,"Fri, 13 Dec 2013 19:22:12 -0800"
9e6fc3,,0.9000,Visa Network Settlement,card_purchase,"Fri, 13 Dec 2013 19:19:07 -0800"
bb8065,9.4200,,Stride Activity,card_purchase,"Fri, 13 Dec 2013 22:09:52 -0800"
aa0354,1.0000,,Galileo Settlement,account_transfer,"Fri, 13 Dec 2013 21:32:01 -0800"
